Reported Issue #,Workorder #,Current Status,Open Date-Time,Resolved Date,Days Open,Report Source,Issue Type,Issue Sub-Type,Department Work Group,Incident Address,Latitude,Longitude,Lat-Long,Additional Questions,Last Updated
1054517,,resolved,05/24/2022 03:53:00 PM,05/26/2022 12:00:00 AM,1,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""On Stadium Dr. under railroad track bridge""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Billy Wigfall""|""Contact mailing address and phone number"":""5714 Woodson Rd Raytown| MO 64133   (816) 277-3687""|""When did the injury or damage occur?"":""05-22-2022""|""If claim is for vehicle damage| please list make| model| and year"":""2015 Lexus 350""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:02 AM
1309208,,resolved,12/13/2022 12:44:00 PM,01/04/2023 12:00:00 AM,22,WEB RAI,Vehicles and Parking,Feedback or Question,KCPD Parking Control,,,,,"{""Location or area of concern"":""9215 Washington St""}",01/04/2023 07:28:43 PM
1053342,,resolved,05/23/2022 09:46:00 PM,05/24/2022 12:00:00 AM,0,WEB RAI,311 Request Update,,311 Research,,,,,"{What is your request number?"":""104117 104134 104142 105470 105472 105474 105481 105488 105491 105636 108401 108403 119958 119959 119960""|""If you do not have your request number| please provide us the location reported."":""104117 104134 104142 105470 105472 105474 105481 105488 105491 105636 108401 108403 119958 119959 119960""|""How would you like us to contact you?"":""Email""|""Please provide us the contact information for your preferred method."":""kansascitystreetroadsreporting@gmail.com""}""",05/05/2023 08:41:03 AM
1052939,,resolved,05/23/2022 02:45:00 PM,06/15/2022 12:00:00 AM,22,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""Chouteau and Deramus""|""Is this for an individual or a business?"":""indivdual""|""Contact name"":""Fernando Mireles Jr""|""Contact mailing address and phone number"":""1717 Woodland Blvd Kansas KS""|""When did the injury or damage occur?"":""05-21-2022""|""If claim is for vehicle damage| please list make| model| and year"":""2022 Nissan Altama""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:03 AM
1052810,,resolved,05/23/2022 03:08:00 PM,06/15/2022 12:00:00 AM,22,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""2625 E 10th St""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Mashanna Pledger-Bowen""|""Contact mailing address and phone number"":""913-297-6679""|""When did the injury or damage occur?"":""05-22-2022""|""If claim is for vehicle damage| please list make| model| and year"":""2006 Infiniti QX56""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:03 AM
1052446,,new,05/23/2022 01:02:00 PM,,349,Phone Answered,Administration or Questions,Elected Officials - City Council,311 Research,,,,,"{Type"":""Feedback""|""Official"":""Council District 4""}""",05/05/2023 08:41:03 AM
1300457,,canceled,12/05/2022 06:00:00 PM,,49,Android,Vehicles and Parking,Feedback or Question,KCPD Parking Control,,,,,"{""Location or area of concern"":""Within the Brooke Ridge housing development off of 291 hiway, there are frequently 4-5 cars parked on the street limiting access onto my road, 109th place. While there are 2-3 in these spots every day, after 5pm, more cars arrive and use street parking when the houses I believe the cars belong to have available driveway space to park. My HOA says they have no enforcement for street parking because the city owns the streets. What recourse do I have? We have had this issue for at least 2 years and it causes access issues plus has kept our street from being properly plowed when snow hits. Thank you for your help.""}",01/11/2023 09:32:31 PM
1009822,,resolved,04/20/2022 09:34:00 AM,04/25/2022 12:00:00 AM,5,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Question"",""Please provide location information if needed for this report"":""south KC""}",04/25/2022 09:22:13 PM
1392737,,resolved,02/17/2023 04:46:00 PM,02/22/2023 12:00:00 AM,5,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,02/22/2023 04:08:37 PM
1391400,,resolved,02/16/2023 05:14:00 PM,02/17/2023 12:00:00 AM,1,iOS,311 Request Update,,311 Research,,,,,"[{""caption"":""What is your request number?"",""type"":3,""sort_order"":1,""enterdValue"":""""},{""caption"":""If you do not have your request number, please provide us the location reported."",""type"":3,""sort_order"":2,""enterdValue"":""8105 N Oregon Dr""},{""caption"":""How would you like us to contact you?"",""type"":4,""sort_order"":3,""enterdValue"":""Email""},{""caption"":""Please provide us the contact information for your preferred method."",""type"":3,""sort_order"":4,""enterdValue"":""woodward.noah@gmail.com""}]",02/17/2023 03:46:45 PM
990379,,resolved,04/05/2022 09:32:00 AM,04/05/2022 12:00:00 AM,0,Phone Answered,Administration or Questions,Parks and Recreations,311 Research,,,,,"{""Type"":""Question"",""Address or intersection of the issue if needed"":""325 Nichols Rd""}",04/05/2022 06:20:18 PM
1396176,,resolved,02/21/2023 01:47:00 PM,03/13/2023 12:00:00 AM,20,Android,Administration or Questions,KCPD,311 Research,,,,,"{""Type"":""Concern"",""Provide address or location information if needed"":""Car junk yard on lawn - 5900 e 31st St Kansas city, MO - has been reported multiple times prior.""}",03/13/2023 04:22:17 PM
1559211,,resolved,06/10/2023 08:56:00 AM,06/12/2023 12:00:00 AM,2,WEB RAI,311 Request Update,,311 Research,,,,,"{What is your request number?"":""1551255""|""If you do not have your request number| please provide us the location reported."":""""|""How would you like us to contact you?"":""Phone Call""|""Please provide us the contact information for your preferred method."":""309-620-6329""}""",06/12/2023 01:08:27 PM
1007287,,resolved,04/18/2022 01:45:00 PM,04/19/2022 12:00:00 AM,1,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,04/19/2022 09:28:14 PM
1462539,,resolved,04/09/2023 12:37:00 PM,04/10/2023 12:00:00 AM,0,iOS,311 Request Update,,311 Research,,,,,"{""What is your request number?"":"""",""If you do not have your request number, please provide us the location reported."":""612 E 96th street"",""How would you like us to contact you?"":""Phone Call"",""Please provide us the contact information for your preferred method."":""8165362071""}",04/10/2023 01:32:34 PM
1050281,,resolved,05/21/2022 07:02:00 AM,03/01/2023 12:00:00 AM,283,iOS,Discrimination Report,Public Accommodations in KCMO City Limits,Civil Rights and Equal Opportunity,,,,,"[{caption"":""Name of Facility or Company""|""type"":3|""sort_order"":1|""enterdValue"":""Red Bridge Shopping Center""}|{""caption"":""When did the discrimination occur?""|""type"":6|""sort_order"":2|""enterdValue"":""05-21-2022""}|{""caption"":""Type of discrimination?""|""type"":4|""sort_order"":3|""enterdValue"":""Disability""}|{""caption"":""Location Address (include the street name and zip code)""|""type"":3|""sort_order"":4|""enterdValue"":""Red bridge road and holmes road""}|{""caption"":""Do you agree to provide your name and contact information below?  If not| you will need to call 816-513-1836 to report.""|""type"":1|""sort_order"":5|""enterdValue"":""1""}]""",05/05/2023 08:41:03 AM
1392830,,resolved,02/17/2023 05:55:00 PM,02/21/2023 12:00:00 AM,4,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""20007"",""Vehicle Description"":""blue Ford Explorer"",""Location"":""Hwy 169 NB"",""Date and time of incident"":""02-17-2023 05:50 PM""}",02/21/2023 09:33:35 PM
1481400,,resolved,04/20/2023 02:07:00 PM,04/20/2023 12:00:00 AM,0,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,04/20/2023 10:27:07 PM
1050150,,resolved,05/20/2022 06:35:00 PM,05/26/2022 12:00:00 AM,5,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""1104 W 31st St - Along 31st St coming from the hill in front of Channel 4 News Station""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Christopher Lindsey""|""Contact mailing address and phone number"":""Mailing Address: 719 N 1st St| Iola| KS 66749 PHONE: 620 -875-4633""|""When did the injury or damage occur?"":""05-20-2022""|""If claim is for vehicle damage| please list make| model| and year"":""2020 Harley Davidson RoadGlide""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:03 AM
1050116,,resolved,05/20/2022 05:49:00 PM,05/24/2022 12:00:00 AM,3,Phone Answered,Administration or Questions,Neighborhood Services,311 Research,,,,,"{Type"":""Concern""|""Please provide the address or intersection if applicable to this report."":""3239 Thompson Ave""}""",05/05/2023 08:41:03 AM
1270571,,new,11/09/2022 07:12:00 PM,,146,WEB RAI,Food Safety,Other,Health Food Safety,,,,,"{""Location Description, including address if applicable"":""Whitney Thouvenelle. 9007 Grand Ave, KCMO."",""When did you visit?"":""11-01-2022 07:11 PM""}",11/10/2022 01:12:00 AM
1392021,,resolved,02/17/2023 10:11:00 AM,02/27/2023 12:00:00 AM,10,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Question"",""Please provide address and location information if needed for this report"":""9122 Oak St""}",02/27/2023 09:58:29 PM
1485252,,resolved,04/23/2023 01:28:00 PM,04/24/2023 12:00:00 AM,1,WEB RAI,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""#1485083"",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""ericgberlin@gmail.com""}",04/24/2023 02:53:11 PM
1049951,,resolved,05/20/2022 03:46:00 PM,06/15/2022 12:00:00 AM,25,Email,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""56th Northwood""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Victoria Hewitt""|""Contact mailing address and phone number"":""not available at this time""|""When did the injury or damage occur?"":""05-12-2022""|""If claim is for vehicle damage| please list make| model| and year"":""""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:03 AM
1049949,,resolved,05/20/2022 03:46:00 PM,06/15/2022 12:00:00 AM,25,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""56th and Northwood in KCMO""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Victoria Hewitt""|""Contact mailing address and phone number"":""12604 Sycamore Ave Grandview| MO 64030 phone: 772-486-5518""|""When did the injury or damage occur?"":""05-12-2022""|""If claim is for vehicle damage| please list make| model| and year"":""Make: BMW X3 Model: 4dr\/dark grey Year: 2018""|""Have you had any communication with anyone from the City about the damage?"":""No""|""If yes| what is the name of the department| division| or staff person?"":""""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:41:03 AM
